date,rating,review
26/5/2019,5 star rating,"Excellent Indian food. We tried the house special lamb shank biriyani under a pastry shell.it was amazing. We also had the chicken curry and lamb chops. All the dishes were well spiced, flavorful and attractively presented."
4/3/2018,5 star rating,"I was craving Indian food in London and decided to go to Dishoom. It was long 45 min wait at 7pm but they were super nice and offered us hot Indian chai and sherry as we waited outside in the line. Once inside, we really liked the vibrant and clean ambience with lingering indian spices from across tables. We ordered Keema Pau, Vada Pau, Bhel and Pav Bhaji for starters. Loved envy dish since it was cooked to perfection without any excess oil. Went in big group with Europeans and Americans and everyone could eat it without compromising on their spice-level threshold. For the main course we ordered Chicken Ruby, Chicken biryani, Black daal, Roomali roti and Garlic naan. The biryani and dal were spot on. Wasn't too impressed with the ruby as it lacked the flavour and was bit bland. We wrapped out meal with kulfi and chai - hard to go wrong on these! Service was great, waiters were friendly and we got complimentary far far. It was a reasonably priced restaurant and didn't burn a hole with all the food that we ordered. Overall, great food and service. Felt at home in this cosy restaurant and will definitely visit again!"
28/11/2017,3 star rating,"Good food all around. Authentic indian ambience and food was very good. Some small niggles, the water glasses were smelly and the chopped onion we asked for were stale."
15/9/2017,5 star rating,"Great place great price. Order to you're heart's content and you won't go broke. Only problem is the wait so make reservations. If you can't, you still get a complimentary chai tea as you wait. On a cold day, it's definitely something you want. Don't know what to order? Don't worry, the staff is extremely helpful and patient in making sure that you know what you are ordering. Portions aren't that big, but for the price, it's still a great bargain. We ordered the prawn special and it was excellent. The flavors are well balanced and the prawn are fresh. We also made sure we ordered 2 naans to soak up the rest of the juices of the dish. This is how you should eat soupy dishes in my opinion."
3/7/2016,5 star rating,"The hype is real. There was an hour long wait when we arrived at 8:30 and continued to be the case when we left at 10:30. Once you do finally score a table, the food comes out quickly after ordering, but you can also while away the time sipping on their many delicious libation offerings. The food is so good! Perfectly seasoned, spiced and cooked. We didn't have one bad bite. My life was changed as soon as I sunk my teeth into cheese naan, which I didn't even know existed!!! My two kids (ages 4 & 8) had Indian food for the first time here...Dishoom may have set the bar too high, whoops!"
28/5/2016,1 star rating,I really wanted to write a 4 star review after my lunch several weeks ago but I can't... The food was really delicious but 1/2 weeks after we had lunch at Dishoom they send me an email telling me (in a diverted but not subtle way)that they would love to offer me breakfast if I put a good review on yelp or trip advisor. It is a shame to do such things and I really don't understand since they have hundreds of really good reviews... Here I am Dishoom with my 1 star review!
21/5/2019,4 star rating,I ordered their signature dishes and the food was good. It's not the best food I've had but definitely an option worth considering in London.
27/2/2018,5 star rating,I high recommended. Friendly people and good atmosphere. This is my second time i have been in this restaurant and always keeps a nice food and still in high demand...
1/12/2018,4 star rating,"I went to this place for dinner a few times, always a huge line in front of the restaurant, i really don't understand. However, the price is affordable and the food here is quite nice, but staffs are too busy to give u enough attention . So 4.5 star is my rating"
11/12/2016,1 star rating,"After looking at the yelp reviews, went there on my second day in London.  There was a line outside and was told a wait of 1 1/2 hrs.  Hmmm,  decided nothing can be worth that wait,  walked around covent Garden and had pretty good food at 'punjab' restaurant.   A few days pass and I was walking around the area, saw the line wasn't too big,  decided to take the leap. It was a looong wait, an hour in the cold outside. Finally I was shown in and directed to the bar in the basement cos my table was apparently still not ready. It was a little surprising as I was walking by a bunch of empty tables. The bar area was mostly empty,  it could easily absorb almost everyone standing in the line outside in the cold..  But hey,  that's not my worry..  As I am inside now and it is warm..  Nice. Finally I am shown to the table that was empty all the time I was standing at the bar. The menu is unique by basically having a few different choices but mostly just renaming most of the usual Indian restaurant food. By this time I am just excited to be sitting at my table and I go ahead and order the usual chicken and paneer dishes. And now I wait... Well actually, the wait was not long..  Surprisingly it just took them two mins to bring my food..  Part of me was very excited till I started to taste cold chicken tikka, cold romali roti and chicken Ruby which was just a bland tasting butter chicken with dry boneless chicken pieces ... Suggestions -  don't make people wait for hours in the cold to make the demand appear to be above capacity. Try and make food at order so it gets to the table not cold like it was waiting to be picked up ten mins ago. Overall - like I said earlier,  most of the time, no food Is worth an hour waiting in line, freezing London cold or not. If you are one of those folks reading reviews standing in that line, Take this advice - Go walk over to Talli Joe, a 5 mins walk to Soho and enjoy better food and amazing cocktails."
20/2/2018,5 star rating,"Oh, Dishoom. You were wonderful. In dire need of Indian food on a cold London evening, we found Dishoom through raving reviews online and once we got there its popularity was clear: the wait was permanently an hour and 30 minutes- there was even a line to wait for the 1h30m line!  We wanted to understand the hype and ended up waiting about an hour (I think they try to throw people off with that long time) and all the while they serve hot spiced chai- delicious. Once we were in, I asked what the waiter's favorite dish was, chicken ruby, and tried that. We paired it alongside their lamb biryani and a cucumber salad veggie dish. The food was DELICIOUS. Definitely try the chicken ruby! So so good, we even came back and tried the suggestion of another waiter, malak paneer (just.omg.incredible!), the chicken biryani and garlic naan. Everything was well worth the wait! Some small downsides: the cider I tried here definitely is an acquired taste. I love ciders, and if you do too maybe give it a go, but it seemed to be watered down and a little spiced? Not my favorite. Otherwise, the dishes themselves can be on the medium/small side, and the mains don't come with any rice, bread, or veggie sides. So if you're ordering chicken tikka, that doesn't come with a side of rice, or a piece of garlic naan, or a small veggie dish. I'd keep that in mind, as the price can stack up quickly when you add all of those combinations up. Either way, Dishoom was delicious  and worth the hype! The atmosphere was an interesting old school London/Indian 60s and 70s vibe? Great experience!"
28/7/2018,5 star rating,"the hype is real. the food here was amazing so absolutely worth the wait. recommendations: okra fries bhel roti lamb samosas chicken ruby chicken & pomegranate the ambience is trendy, fun & full of culture."
2/7/2019,5 star rating,Great food and ambiance. Best Indian food I've had. Long line but moves pretty quickly. Fun section of town too. Dishes for every member of the family. Highly recommend!
30/12/2018,5 star rating,"Yes it is worth the wait.  Yes the food is every bit as good as reviews say.  Yes it is value for money.  Make the trek to one of the many Dishooms, indulge and enjoy!"
18/10/2016,1 star rating,"I can't believe this place is getting such excellent reviews! No, I'm really shocked! The food is so commercial but then again I saw a lot of tourists in line. Yes, there is a line to get into this place, and yes, I waited on it! So annoyed that I did. There were empty tables for way too long as people waited out in the cold. They are not seating people intentionally to cast an impression that people are dying to get in! Back to food: salty, commercial Indian. My Ruby chicken was cold. My okra fries were way too salty. This is basically the TJ Friday's of Indian! Man, what a hoax."
26/10/2016,4 star rating,"he first time we were here, there was a waiting of an hour and we decided to pass on it. The second time after a wait of 30 mins we got a table. The place is nice , always packed with people. They have some bolloywood names to the drinks which is quite interesting. The service is quite good considering they are so busy. I loved their keema pau . It had the right spice and was awesome. We also got chicken ruby which was oK (mild) . They have a unique menu and must recommended for the experience !"
16/5/2016,5 star rating,"My fellow Americans, you need to get your butts here for a meal before that old orange turd running as the GOP's 2016 presidential candidate decides to ban England, Indian food and god knows what else. Which would be ironic because the curry here is so delicious and potent he could probably bottle it and market it as 'Trump Spray Tan'. The wait staff is awesome: they helped guide us through the expansive menu, pick items to our taste and pair them with other great options. I wish I could tell you what we ordered but I can't pronounce any of it. Sorry Donald but THESE guys have the best words."
23/6/2019,5 star rating,"Breakfast at Dhishoom is my go to for any trip to London, bun muska and chai make up for a long flight and then some.   It is always hard to decide between Akuri or Kejriwal because they are both so so good."
28/10/2017,2 star rating,Not worth the wait in line if you're craving the taste of real Indian food. Samosas had a tough plastic like skin. Chai was good but very sweet. The corn was like any other corn and extra salty. Potato was bland. Okra fries wasn't great. Overall I've had much better Indian and can get far better in nyc for the same and less money easily. You pay for the hype and ambiance here. That's it.
15/8/2017,5 star rating,This is the best Indian food in London!! I am so happy my husband and I found this place. What a lunch feast to remember lol  It's interesting how different their Chicken tikka masala compared to ours here in the US. Dishoom is definitely the highlight of our food trip in London. Come early to avoid the long wait.
23/6/2019,5 star rating,"Sunday at about 1pm, we only waited about 10 minutes in the queue. A lemon drink was provided courteously.  The butter chicken curry had a lemon zest that lifted the flavour sublimely. The mutton special was tasty as well the naan and prawn appetiser. We were very pleased with the service and left satisfied with our experience here."
27/2/2019,5 star rating,"Fantastic.   For dinner waited 25 minutes in line outside, then 10 minutes at bar.  Well worth the wait.  Fantastic experience.  Delicious food, excellent service, reasonable prices and cool atmosphere!   We got several of their specialties and loved it.  Will return on next trip to London."
28/4/2015,5 star rating,"I'm giving this restaurant 5 stars because of the overall experience. My sister and I came to London for 3 days on a vacation and heard that the curry in london is great in general. I was looking a place at to eat, and this was the first one that popped up and read the reviews (which were positive) and decided to go there. When we first got there, the place was packed and there were people waiting to be seated. We were told that the wait time was going to be 25 minutes, to us that was fine. They told us that we were Able to wait downstairs at the bar. 10 minutes later, we got a table. The server was super nice and understanding. She explained everything to us perfectly. For starters, we got lamb samosas, which comes two per portion. Super delicious and flavorful! Then we ordered the chicken ruby, garlic naan, and steamed rice. The portions itself was perfect for two people! The food was super good, delicious and flavorful!!! YOu can taste everything in the chicken ruby! Really recommend it!"
22/6/2019,5 star rating,Very hospitable and always tries to make food best for you Great food for vegetarians Jains and vegans!
3/6/2014,5 star rating,"It's true, the best Indian food in the world (including India) is in England, and Dishoom is an example of that. Hubs and I went around 10pm on a Monday night and were seated right away, no reservations. The decor is stylish, modern, and trendy, unlike any other Indian restaurant I've been to back in California. The service was great, everyone was friendly and food came out promptly. What we ordered: Chai tea: as good as everyone says! Keema pau: sooo good. Get it! Black daahl: nothing impressive...I didn't prefer it Chicken Ruby: bursting with flavor! My favorite dish. Garlic naan: perfectly toasted and light, with clumps of fresh garlic. It came out fresh and hot. If I lived in London, I'd eat here all the time!"
21/6/2019,5 star rating,"Delicately cooked, this is possibly the best Indian cuisine I have experienced.  Recommend the ruby chicken, but really try anything!  Also, don't be intimidated by the long lines: it's worth the wait!"
24/2/2019,5 star rating,"I echo what everyone else is saying...this place is fantastic!!! Definitely go for the black daal and the chicken ruby, it was our best meal in London!! Disappointingly we didn't make it back for a second time before we had to leave. But... MAKE A RESERVATION!!"
18/6/2019,5 star rating,Recommended this pace by a good friend. Wasnt disappointed. Food was brilliant and great atmosphere. Restaurant was very busy but super organised.
2/9/2018,5 star rating,The gold standard of Indian food. Great customer service. Long line but so worth the wait. Definitely returning!
16/1/2016,5 star rating,"It was a wait of 45 mins to get in. But well worth it. Quick service, very courteous staff and the food - well - brilliant. I had the dishoom chicken tikka, the chicken biryani and chai. The chicken tikka was cooked to perfection and the spices were perfect. The bottomless chai - on a cold day - what else could you ask for. All in all - I highly recommend this place. I know for sure I am going back."
13/11/2016,5 star rating,"I have eaten around the world at some of the best restaurants, and I do not know if I have ever had a meal as flavorful as our afternoon fare at dishoom.  We visited at the recommendation of some colleagues and dishoom did not disappoint.  The decor is inviting and the food is bold.  As with any Indian cuisine, most dishes have a decent amount of spice, but I have to say that the clean heat to the dishes at Dishoom is something I rarely get with the Indian dishes I try.  The Bhel (an appetizer) is a must try.  The chicken ruby and basmati rice are both incredible.  Well done Dishoom, we will be back."
7/10/2018,5 star rating,"This place is really good. A bit of a wait at peak times, but honestly worth it. This is some of the best Indian food around. Really nice atmosphere and great staff. I highly recommend coming here."
1/10/2018,5 star rating,"Ate at dishoom over a year ago and I still think about my meal there. Amazing Indian food. Would recommend to anyone, especially those visiting London to eat here!!!!"
8/1/2018,5 star rating,"Had so many helpings of the garlic naan here. You know naan is perfect when you can eat it on its own. Please order the chai! I haven't had chai this good outside of India, ever."
6/1/2018,5 star rating,"Wow! What can I say about this incredible restaurant. From the moment you enter this vibrant, lively place you embark on an extravagant culinary journey. The food is not even close to the typical restaurant Indian food. It is in fact a fusion of Indian and British influence; a fusion of flavors. Wow! We are very fortunate that we have cooks at our homes in India and in the US, so we do not usually eat outside Indian food. When one of my wife's friends suggested Dishoom, we immediately said that we did not want to eat at a restaurant. There is something sort of sacrilegious about Indians eating outside Indian food. Please don't ask me to explain why.  That's just how it is. But Dishoom blew the doors off all of our conventional thinking. We did not expect to have such a great experience. Not only was the food delicious, but the staff was incredibly kind. Our waitress could not have been more hospitable. She explained all of the dishes as if we had never tried Indian food before in our lives. It was actually quite refreshing to hear someone describe our own native food in such an enthusiastic manner! All of the food she recommended was fabulous. I loved the Dishoom India Pale Ale beer. If you are in London, you MUST go to Dishoom!"
6/1/2015,3 star rating,"Chicken ruby - tender and heavenly. Heavenly tender. Paneer - too dry and too bland. Chai tea - nicely spiced, but could be larger. Chocolate mousse - ordinary and not worth the £5+ Pistachio kulfi - subtle and not too sweet. Like. Garlic naan - only 1 piece per person?!?"
11/7/2016,5 star rating,"Dishoom is amazing. First off, we actually went to the Kings Cross branch in Granary Square. I went once with a friend and once with a group of 11 college students. The food is amazing, and really that's all that really matters. For dinner I had the lamb awadhi biryani and its so rare to actually get a proper biryani anywhere.Roomali roti is another thing you can't get outside India very much, and their version is fantastic. But I actually really loved the breakfast. The kejriwal, chilli cheese toast with eggs was amazing. Also bun maska and chai in proper chai glasses. What more could you want? The lines do get seriously absurdly long. We arrived right at 5 and had no wait. And for breakfast since we had a group of over 6 we were able to make a reservation. It really is worth the hype."
10/6/2019,5 star rating,"The best Indian food you can get in London for the price. Very unique flavors, cocktails are pricy but worth it."
31/5/2016,4 star rating,"The food is simply delightful - full stop. Without any doubt this is the best Punjabi food I've had for a long time. I particularly liked he starters, such as lamb chops and also kebab. My partner had Tandoor chicken and loved it too. Price wise it's actually quite ok! Amazing mixture of very affordable and really tasty food so will definitely repeat."
10/7/2020,2 star rating,They took my daughters legs and dragged her on a table a put a dead rat on and made her eat cockroach legs. The food was infested with bugs.
30/12/2017,5 star rating,"Worth the wait in the freezing cold , the serve Bombay style cutting chai while you wait. Lamb chops and fried okras were excellent. Amazing match for my craving for Indian food. Friendly Staff."
5/9/2016,3 star rating,Go for breakfast its great. Bacon wrapped in nan bread smothered in ghee....I mean yes! The Indian spiced omelette yes! The free refills on chai...YES! Never go for dinner unless you like a 2 hour wait.....! needs to start taking reservations its just too busy for this turn up an queue malarky.
10/6/2016,5 star rating,"I will never get tired of coming here. Yet to find a place that's better to work in. Once you get through the epic queues (top tip: morning or late lunch work best), there's no timed limit on how long you can keep your table and the chai gets you bottomless refills. The staff are always friendly and the food is heavenly, if you're so tempted. Plus there's decent free wifi!"
16/4/2019,5 star rating,We ate at Dishoom 2 times while on a 5 day trip to London which tells you how much we enjoyed it. We went to 2 different locations and both were casual and delicious. The vegeterian and gluten free options are great and there are lots of choices! The service was very friendly and fast. I am not sure if they take reservations but we did wait over an hour for the first meal at Dishoom and the second time we almost got turned away as they were closing in 10 minutes.I would recommend timing it so you don't get shut out of this great restaurant.
7/9/2017,5 star rating,There was a wait but it was still amazing. My boyfriend and I ended up sitting at a smaller table but that was fine :) The food was so flavorful. It looked small but by the end my stomach was so full. The servers are super attentive and very kind. The wait wasn't very long either. The drink was really good. I had Thumbs Up. I definitely recommend.
27/5/2020,5 star rating,"Hard to find a way to add any higher praise to the restaurant of the decade in London. Great food, great decor, great folks running it, even great bathrooms. Its even fun waiting in the (very long) line to get in -- drinks provided, friendships established, people watched, anticipation and hunger growing. Virus go away now -- I can't wait to get back into that line!"
26/7/2016,5 star rating,"Love this place too! Have been quite a few times now! Just keep in mind Indian cuisine is insanely varied with very different style depending on the regions, Dishoom takes you to the old Irani Cafes of Bombay!! Everything about it takes you there - obviously the food and the smell but also the beautiful decor and the insane attention to detail! Staff has always been more than friendly. It's often very busy and requires queue but lovely touch as the staff offers you complimentary chai or mint tea whilst you wait. Let's start with a quick review of the breakfast menu - unfortunately for my liking breakfast menu at the weekend is only served until 11.45am... I mean seriously? That's not right! I tried to go couple times and failed! Successfully got there once at the weekend. However, I am lucky enough to work in media industry which means I have the privilege to take clients out and a Dishoom Breakfast is always a success! Love the bacon & egg naan bread - simple, basic but excellent. The Mango Lassi is to die for!! Absolutely delicious, not technically on the breakfast menu but it's not a problem for them. Before moving on to the lunch/dinner menu I do want to mention the cocktails! Oh my! Their Bombay Colada & the Edwina's affair are to die for! Amazing flavoursome twist to classics! Finally, the food... The Chicken Ruby is an absolute must. The Okra fries are genius. The sauces dishes are amazing to dip with your garlic or cheese naan! But even the less saucy dishes are cooked to perfection. Slight disappointment with the paneer roll to be honest. It was good but not extraordinary. I think it's more something to have on the go so perhaps doesn't work so well at a sit down dinner. I don't know, the flavours were there but just wasn't really working for me. Finally the puddings! That chocolate fondant with the chilli ice cream is great! Wobbles & melts in your plate and then your mouth, amazing combination with the ice cream. Otherwise you cannot go wrong with the kulfi on a stick!"
27/4/2016,5 star rating,"Oh my gosh. Food heaven. Definitely worth the queue, so don't be put off by the no booking policy! Amazing service from start to finish. They bring out chai lattes (and umbrellas if it's rainy) in the queue, then you can wait in the bar for a table. Gave us a chance to try their cocktails - the bombaylinis are divine! The main restaurant is really dynamic, an atmospheric blend of Asian decor and modern urban lighting. You can see the chefs at work, so you know everything's really fresh! It's etiquette to order a load of dishes and graze together; they had a gorgeous selection of plates, including marinated meat from the grill, curries, fish and vegetarian dishes. Beautiful lamb chops and daal, and plenty of sundries to soak it up... Got to save room for a dessert - even if it's just a pistachio kulfi (ice cream lolly)... Delicious end to an amazing meal, certainly lived up the reviews!"
3/6/2016,3 star rating,"So before I go too far with this review, and before you stop reading it (as presumably you're aghast at only 3 stars), bear with me. I hail from a part of Sydney with one of the highest concentrations of Indian population & restaurants in the country. Subsequently, I'm used to very good Indian food, from all regions of India. And when I say very good, I mean excellent. Right, now that that's out of the way... I trust Yelpers implicitly. I've had so many fantastic experiences by following Yelp reviews wherever I travel. Subsequently, I'm a little curious as to how high a rating Dishoom got. Don't get me wrong - it was all good. There was nothing bad about the meal I had. It's just that there was nothing stunning about the food I had. Maybe my expectations were too high as I had to wait almost an hour to get in. Maybe I'm just used to a different style of Indian food (maybe the food in Sydney was adjusted to local tastes?). Maybe I just got there on a not so good night? Or maybe my taste buds were just off?... Regardless, if you're after a good feed, this place will give it to you. It was definitely satisfying. But then, balancing that with the price and the wait, maybe there's somewhere else you could go, for better food, less coin, and less of a wait?"
17/6/2017,5 star rating,"This place is really popular. I always see a huge line outside at night time. At least 1 hour wait. They only receive reservations for the day time and walk in only for the night time. I made a reservation for Sunday afternoon. At around 3:45, there's already a line outside. They give you three sauces to dip: spicy, sweet and herbal. They both taste good by themselves. I tried the keema pau. The minced lamb with peas and the toasted buns are good. They really go well together. The children ruby is the best. Usually I like the Indian chicken dishes because of the sauce and not the chicken. Here the chicken really absorbs the sauce and tastes a lot better than the sauce. I also ordered the garlic naan. Even though they say it's made by hand and baked to order, it's good but not the best I've had. The service is good and the waitress gave me good recommendations."
1/12/2017,2 star rating,"Cool design ,food below average much better Indian food available in london ,none of the dishes tasted fresh ,probably Pre cooked in bulk to cater To the long lines,I really cannot understand what the fuss is all about extremly average food go for ambience only"
26/2/2015,5 star rating,"Saturday night, we waited 2 hours to be seated but it was 100% worth it. The service is superb and the hostess would bring out drinks while we waited outside. Then you could be seated/ stand around the bar when space opened up and order some appetizers. We started with okra fries and samosas. The okra fries were addictive and wonderful - and I hate okra. For dinner, we opted to share a bunch of plates. We got the lentils, ruby chicken, and keema pau. The keema pau was superb. It was all extremely delicious and perfect portions. Rice or bread is a separate order. Indian food in London is a must and Dishoom is the place to go."
9/7/2018,5 star rating,"Best Indian food I've ever had! Ruby chicken and black daal were excellent, as was the garlic nan. So glad I checked Yelp for recommendations. This restaurant is super popular for good reason. Best to get a reservation or eat early, like we did"
26/6/2019,5 star rating,Worth the wait.   Very good.  Wait staff was wonderful.   Okra fries and hot sauce was a favorite.
9/10/2016,4 star rating,"I came to Dishoom on a Saturday night with three friends. This place is crazy busy, and they like to keep a line outside, so we joined the queue and waited. I think we were there by 7:15 or so, and got a table a bit before 9. Most of the wait was outside, until we finally made it into the bar. We ordered some cocktails, which were delicious. The pimms is actually too good, and was too easy to drink so we eventually switched to wine. As we were 4, we decided to order a number of dishes to share. My friends got a few meat dishes (lamb chops, one coconut prawn curry, something with chicken) and we also shared dahl and a paneer curry, as well as rice, cheese naan, and some side salad-y cabbage-y dishes. Everything tasted really good, although it wasn't the best Indian food I've ever had. The portions were quite generous I thought, and by the end of the meal I was so full I could barely move. The service here was amazing- all of the staff were friendly, we never felt rushed (even though by 10:30 there was still a huge lineup outside), and our food came quite quickly, which was very welcome after having stood outside for ages. The ambiance is also great, especially when with a fun group. I don't know that I'd come here for a date, or just a one-on-one dinner as it's quite busy and loud, but with our group we had a great time. I really enjoyed my evening here, but I don't think I would line up again for over an hour. The entire experience was great, but the food isn't worth a huge wait."
9/5/2016,5 star rating,"Amazing breakfast. Typically friendly service delivered by charming young staff. Get the chicken ruby and an old fashioned at dinner time and it won't disappoint. Bacon naan roll is a tasty treat and the coffee is magic. It ain't cheap, but value for money-wise it's hard to beat."
25/1/2019,5 star rating,"Excellent food! Great vibe! Good drinks! Been here on three occasions, once by myself, once with a large group (20+), and once with my husband. On none of these occasions, did I have to wait for a table. Not sure I would have enjoyed the food as much if I did."
29/4/2014,3 star rating,"This was highly rated both on Yelp and Trip Adviser. When we arrived there was a line outside the restaurant. It was a bustling Saturday dinner crowd. The workers are very nice, we waited about 20 min and they ushered us in to the downstairs bar area to wait outside the cold. They also served some warm chai while we were waiting in line. On to the food. Most everything was pretty good, although portions a little on the small side. We had to order two extra dishes to be satisfied. For starters we got the calamari and fried okra. The fried okra was very good, not too slimy with a nice crunch. Calamari was OK, it had a slightly sweet taste which I didn't care for. My favorite was the chicken ruby (not sure of the name). It's the only chicken curry on the menu. Flavorful with moist chicken chunks. We also got two of the grilled chicken dishes and the spicy lamb chops. The lamb had a good kick of flavor and not gamey, however for the price you only get three little chops. The one thing I did not like was the must touted black dal. It tasted like re fried beans. Same texture and almost same flavor but with an Indian spice kick. Overall it was a good experience, the service was nice and food in general was good."
29/3/2016,5 star rating,"Look here's the thing. Normally Indian food is not my Jam under any circumstances. And yet here I am giving an Indian restaurant 5 stars so it's not just a good Indian restaurant it's an amazing one, one that can make me forget what my overtly racist taste buds want me to eat. I went ham with the ordering so here's what we got: Vegetable Somosas- started off with a classic and it was a great start. Very standard no doubt but seasoned very well and fried perfectly. No complaints but also no unique twist on it. Pau Bhaji- now things are getting interesting- ""a bowl of mashed vegetables"" is the description; what an understatement. Basically a vegetable tomato paste that was flat out delicious and the perfect dip for bread. Okra Fries- and now we hit the jackpot. Fried okra that I swear was seasoned so much you would think it would be way too much but it worked perfectly. A punch of flavor in your mouth for sure, but an amazing one. Awadhi Lamb- extremely tender and flavorful. Sauced like crazy but I wanted much more. Garlic Naan- I mean it's Naan and bread is always gonna be delicious. PSA- Ordered a second helping of Okra fries-they were that good. It's on the lists of best restaurants in London and for good reason. The lines can be brutal but either show up away from peak hours or suck it up because those okra fries are worth every second waiting in that cold raining nightmare of a city :D"
18/4/2016,5 star rating,"There's no way around it: Dishoom is a ""thing"". If you go in the morning, you get a tasty ""breakfast thing"". If you go for lunch, you get ""a delectable, cacophonous lunch thing."" And if you go for dinner, you get ""a stand in line for an hour in drizzle thing"". For Dishoom is well past discovered and isn't likely to return to ambiguity in any forseeable future. So, you're gonna have to deal with ""the thing"". It is worth it? Absolutely. I've been here over a dozen times and have never been disappointed. From the Gunpowder Potatoes with lime zest, to Okra Fries, to any of the curries...Dishoom is amaze-balls. The environs are well-appointed. Kind of a ""dark wood and eclectic trappings from the East India Company thing"". The waitstaff is prompt, high professional, and handles the chaos with aplomb. The prices are a tad on the high-side for curry, but reasonable. The beer - several of which are made expressly for Dishoom - is YUM. So the only thing is ""the thing"". You're gonna have to deal with the wait, and crowds, and noise. Or are you? In the years I've been going to Dishoom it's added three more locations. I haven't been to all of them, but I can tell you ones I have been to are way less crowded than St. Martin's Lane. So go have a night in any of the others, and leave the chaos for those not in the know. You'll have a spectacular thing."
5/9/2018,1 star rating,"Went to check out what the hype was about! It was a Monday evening n we reached the place at 7 pm.. there was a long queue and these guys don't take reservations. We were told the wait time is an hour and 20 mins! Stood in the queue n were finally ushered in. We got a table in the noisy basement. It was already too crowded n too loud. For the next 10 mins, 3 servers came around n asked if we want water, but no one served it until we placed the order n requested again for water. The service could be much better for the price. Please start taking reservations when you know it gets busy."
31/3/2019,5 star rating,Very good as everyone says. Long queue so if you know at least a week out what time you'd like to dine and you're a party under 6 and can begin your meal before 5:45 - reservations will make your experience VIP as you cruise past the line. Very good Indian - the spices not as layered as you'll get in India but priced well and the experience is really a delight. Watch the kitchen creating your naan Suggested add ons are not all necessary so don't agree unless you really like the recommendation. Tandoori chicken is a must.
12/10/2019,5 star rating,First time eating Indian food and it was great. The drinks and their chai tea were wonderful. Excellent service.
30/3/2017,5 star rating,"Fantastic and worth the wait. Without a reservation, my party of 2 had to wait about 40 minutes in the queue .The hostess, security, and managerial staff were all very gracious, offering us warm chai as we waited. After about 30 minutes, we were able to go to the bar and wait for our table, which was ready with in minutes of us getting our cocktails (Viceroy old fashioned  and chaijito ). Then came the food: calamari, bowl of greens, lamb samosas, chicken tikka, and prawn curry. Ohmuhgerditssoogood. Savory, sweet and with lots of heat. Everything was delicious, including dessert (the decadent chocolate pudding is a must have). TLDR: Nomnomnom. Eat all the delicious things."
22/3/2016,5 star rating,"I dream about Dishoom and bee line for it for lunch or brunch when I land back home in London, a truly delicious British Indian restaurant with cool interior design and crazy low prices for the quality of food. Normally I grab a bacon naan roll (it makes me so very happy that's a thing!) and go from there but it was lunch time so this time we started with the far far (spicy chips (described as a 'sort of festival of snackery' - sold!) and chilly cheese on toast followed by black daal, lamb kabob, chicken berry biriyani and roti - and then a mebsahibs mess - so a light lunch for two... And waddled out not too much poorer but very much fuller two hours later. Delightful service from Leo throughout. You can't book here and waits can be a while if you come at peak eating times - but come very late morning for an early lunch or mid afternoon for a late one and you'll stroll right in. It's a staple on my London home-eating circuit. And the hundreds of good reviews are entirely deserved. They also have locations in soho and shoreditch if Covent Garden tourist crowds make you want to die!"
4/5/2016,5 star rating,"I absolutely love Dishoom! That's as good as intro I'll ever write.. Brunch is obviously my favourite (I'm a brunchaholic) Have the egg + bacon naan and the scrambled eggs are also to die for! In terms of other food, I love the Chicken Ruby and the squid. And if I could make those gunpowder potatoes every day I would! Also - that watermelon mocktail is as good as a drink without alcohol can get ;)"
21/10/2018,5 star rating,"If you had told me I would wait in line for an hour and a half on the street to get in the door, I would have said you were crazy! I had a quick bite for lunch during the week, and enjoyed it so much my wife wanted to try it as well. Saturday night there was a two hour queue, and we were told it was no shorter at their other establishments in the city! It ended up being a social experience, talking to others in line, so the time went by quickly. Probably better with a group. The food was indeed fantastic, which explains the popularity. The chicken tikka was so well seasoned that every bite was precious. Also enjoyed the ruby chicken curry, calamari appetizer and the nan. Plenty of tasty things on the menu, all very creatively prepared. Definitely a cut above some of the other more traditional Indian restaurants we tried while in London. You can make reservations on line 24 hours ahead if you're pressed for time."
7/7/2016,4 star rating,"Great food! great atmosphere! what more could you ask for?! based in several locations around London! make sure to find and try one by you! WARNING: you can not book, so if its a cold day ques could have you waiting outside! so wrap up warm!"
25/5/2017,5 star rating,"Loved getting a cup of chia while waiting on line. What a treat. Once inside we ordered a few appetizers: paneer, chaat, keema, and Bellini's. The food was delish and just the right portions."
6/8/2017,5 star rating,"We came here for a quick lunch before an event in Covent Garden. Make sure to make a reservation, as this place is extremely popular! The ambiance is like stepping into an authentic Indian kitchen, with a view of chefs making naan and the scent of exotic spices wafting through the air. We started off our lunch with the flavorful Far Far (or as it's referred to in the menu, a ""carnival of snackery""). We also had the gunpowder potatoes, chicken tikka, and a chicken tikka roll, all of which were delicious!"
